951703.7026495123,1944503.9931972667,73.1065
951709.7721049577,1944503.9579645714,74.315
951715.8415603873,1944503.9227363046,75.308846
951721.9110157986,1944503.8875124662,75.25004
951727.9804711918,1944503.852293056,75.32982
951734.0499265669,1944503.8170780744,75.51946
951740.1193819238,1944503.781867521,75.150795
951746.1888372605,1944503.7466613958,75.17689
951752.2582925834,1944503.711459699,74.086845
951758.3277478837,1944503.6762624308,73.83721
951764.3972031705,1944503.6410695908,74.44473
951770.4666584346,1944503.6058811792,77.11085
951776.5361136828,1944503.570697196,79.83308
951782.6055689129,1944503.535517641,79.79682
951788.6750241249,1944503.5003425144,79.725555
951794.7444793188,1944503.4651718163,79.77908
951800.8139344946,1944503.4300055464,79.82071
951806.8833896501,1944503.394843705,79.77053
951812.9528447919,1944503.3596862918,79.78024
951819.0222999112,1944503.324533307,79.63383
951825.0917550169,1944503.2893847504,79.459015
951831.1612100999,1944503.2542406223,79.37308
951837.2306651672,1944503.2191009226,79.50017
951843.3001202163,1944503.1839656513,79.9428
951849.3695752474,1944503.1488348083,80.46025
951855.4390302603,1944503.1137083934,80.466835
951861.5084852552,1944503.0785864072,80.524506
951867.577940232,1944503.0434688493,82.91961
951873.6473951908,1944503.0083557195,84.43638
951879.7168501292,1944502.9732470182,86.504265
951885.786305054,1944502.9381427453,89.41009
951891.8557599563,1944502.9030429008,91.52432
951897.9252148427,1944502.8679474846,91.70843
951903.9946697111,1944502.8328564966,98.65505
951910.0641245614,1944502.7977699372,101.36629
951916.1335793936,1944502.762687806,100.45288
951922.2030342078,1944502.727610103,98.70927
951928.272489004,1944502.6925368286,98.6699
951934.341943782,1944502.6574679825,98.18182
951940.411398542,1944502.6224035646,97.94722
951946.480853284,1944502.5873435754,97.71801
951952.550308008,1944502.5522880142,98.089195
951958.6197627116,1944502.5172368814,99.702934
951964.6892173995,1944502.482190177,100.18672
951970.7586720692,1944502.4471479012,99.12804
951976.828126721,1944502.4121100535,99.038574
951982.8975813547,1944502.3770766342,99.10952
951988.9670359704,1944502.3420476431,99.99812
951995.0364905681,1944502.3070230805,101.25953
952001.1059451477,1944502.2720029461,103.041794
952007.175399707,1944502.2369872404,104.3907
952013.2448542528,1944502.2019759626,108.60061
952019.3143087762,1944502.1669691135,110.65044
952025.3837632859,1944502.1319666926,111.92057
952031.4532177732,1944502.0969687002,112.62797
952037.5226722447,1944502.061975136,111.28258
952043.5921266981,1944502.0269860001,107.957146
952049.6615811336,1944501.9920012925,104.45941
952055.731035551,1944501.9570210134,102.5114
952061.8004899506,1944501.9220451626,102.28958
952067.8699443297,1944501.8870737401,102.5533
952073.9393986955,1944501.852106746,104.0225
952080.0088530387,1944501.8171441802,104.06928
952086.0783073683,1944501.7821860428,103.54442
952092.1477616755,1944501.7472323338,103.80765
951703.6584253891,1944496.3752819449,72.156296
951709.7278863926,1944496.3400492724,73.66382
951715.7973473802,1944496.3048210284,74.89967
951721.8668083497,1944496.2695972126,75.12857
951727.936269301,1944496.2343778254,75.319244
951734.0057302343,1944496.1991628662,75.24986
951740.0751911494,1944496.1639523357,75.289406
951746.144652044,1944496.1287462334,73.50674
951752.2141129251,1944496.0935445593,72.908104
951758.2835737836,1944496.058347314,73.28953
951764.3530346284,1944496.0231544964,76.03021
951770.4224954507,1944495.9879661077,79.117874
951776.491956257,1944495.952782147,79.66673
951782.5614170453,1944495.917602615,79.59095
951788.6308778154,1944495.882427511,79.64471
951794.7003385675,1944495.8472568356,79.75849
951800.7697993014,1944495.8120905885,79.87546
951806.839260015,1944495.7769287697,79.96958
951812.908720715,1944495.7417713793,80.03815
951818.9781813924,1944495.706618417,79.54435
951825.0476420561,1944495.6714698833,79.531
951831.1171026974,1944495.636325778,79.47258
951837.1865633227,1944495.6011861009,79.40112
951843.2560239299,1944495.5660508522,79.67778
951849.3254845191,1944495.530920032,79.73159
951855.3949450903,1944495.49579364,79.73211
951861.4644056433,1944495.4606716763,79.88027
951867.5338661781,1944495.425554141,81.80134
951873.603326695,1944495.390441034,83.430176
951879.6727871916,1944495.3553323555,84.82941
951885.7422476745,1944495.3202281052,88.22241
951891.8117081348,1944495.2851282833,90.9393
951897.8811685794,1944495.25003289,94.29439
951903.9506290059,1944495.2149419247,98.00419
951910.0200894143,1944495.1798553877,99.51384
951916.0895498048,1944495.1447732793,94.53622
951922.159010177,1944495.109695599,91.97884
951928.2284705313,1944495.0746223473,92.377785
951934.2979308675,1944495.0395535238,95.01181
951940.3673911856,1944495.0044891287,96.37242
951946.4368514857,1944494.9694291619,96.38877
951952.5063117679,1944494.9343736235,96.172226
951958.5757720296,1944494.8993225135,97.50403
951964.6452322755,1944494.8642758317,97.51407
951970.7146925034,1944494.8292335782,97.521416
951976.7841527134,1944494.7941957533,97.57132
951982.8536129051,1944494.7591623566,96.99105
951988.923073079,1944494.7241333881,97.49136
951994.9925332348,1944494.689108848,98.61745
952001.0619933725,1944494.6540887365,100.514435
952007.13145349,1944494.6190730534,103.5603
952013.2009135939,1944494.5840617982,106.68471
952019.2703736753,1944494.5490549717,109.48428
952025.3398337432,1944494.5140525734,110.375206
952031.4092937886,1944494.4790546035,110.099266
952037.4787538182,1944494.4440610618,107.52667
952043.5482138298,1944494.4090719486,103.549385
952049.6176738234,1944494.3740872638,101.64973
952055.687133799,1944494.3391070073,101.24034
952061.7565937566,1944494.3041311791,101.190186
952067.8260536939,1944494.2691597792,101.32248
952073.8955136177,1944494.2341928077,101.76885
952079.964973519,1944494.1992302644,101.70578
952086.0344334068,1944494.1642721496,102.59911
952092.1038932721,1944494.1293184632,102.84237
951703.6142013355,1944488.757366712,70.97611
951709.683667897,1944488.7221340623,72.23869
951715.7531344428,1944488.686905841,72.656845
951721.8226009704,1944488.651682048,72.80637
951727.8920674799,1944488.6164626835,73.133865
951733.9615339712,1944488.5812477474,73.30089
951740.0310004444,1944488.5460372395,73.830414
951746.1004668972,1944488.5108311598,72.07415
951752.1699333364,1944488.4756295087,72.36052
951758.239399753,1944488.440432286,72.958626
951764.308866156,1944488.4052394913,76.378365
951770.3783325363,1944488.370051125,78.32932
951776.4477989008,1944488.3348671873,79.22278
951782.5172652472,1944488.2996876778,79.42461
951788.5867315754,1944488.2645125967,79.60701
951794.6561978856,1944488.229341944,79.64472
951800.7256641777,1944488.1941757195,79.60947
951806.7951304493,1944488.1590139235,79.56951
951812.8645967074,1944488.1238565557,79.540306
951818.934062943,1944488.0887036165,79.62796
951825.0035291648,1944488.0535551053,79.62065
951831.0729953642,1944488.0184110226,79.5914
951837.1424615476,1944487.9832713683,79.47505
951843.211927713,1944487.9481361425,79.37089
951849.2813938602,1944487.9130053448,79.51
951855.3508599895,1944487.8778789754,79.60045
951861.4203261007,1944487.8427570346,79.8016
951867.4897921936,1944487.8076395218,80.00368
951873.5592582687,1944487.7725264376,79.99307
951879.6287243232,1944487.7374177817,81.657974
951885.6981903643,1944487.7023135542,86.422226
